date yyyy-mm-dd,numdate,measles
1925-12-26,1925.9863,585
1926-1-2,1926.0055,816
1926-1-9,1926.0247,1543
1926-1-16,1926.0438,1236
1926-1-23,1926.063,1478
1926-1-30,1926.0822,1694
1926-2-6,1926.1014,1759
1926-2-13,1926.1205,2060
1926-2-20,1926.1397,2673
1926-2-27,1926.1589,2811
1926-3-6,1926.1781,2349
1926-3-13,1926.1973,2220
1926-3-20,1926.2164,2147
1926-3-27,1926.2356,2279
1926-4-3,1926.2548,2214
1926-4-10,1926.274,2017
1926-4-17,1926.2932,1842
1926-4-24,1926.3123,1540
1926-5-1,1926.3315,1379
1926-5-8,1926.3507,1345
1926-5-15,1926.3699,1034
1926-5-22,1926.389,930
1926-5-29,1926.4082,804
1926-6-5,1926.4274,484
1926-6-12,1926.4466,419
1926-6-19,1926.4658,269
1926-6-26,1926.4849,239
1926-7-3,1926.5041,167
1926-7-10,1926.5233,107
1926-7-17,1926.5425,66
1926-7-24,1926.5616,54
1926-7-31,1926.5808,27
1926-8-7,1926.6,19
1926-8-14,1926.6192,12
1926-8-21,1926.6384,14
1926-8-28,1926.6575,13
1926-9-4,1926.6767,9
1926-9-11,1926.6959,9
1926-9-18,1926.7151,8
1926-9-25,1926.7342,3
1926-10-2,1926.7534,9
1926-10-9,1926.7726,5
1926-10-16,1926.7918,5
1926-10-23,1926.811,5
1926-10-30,1926.8301,13
1926-11-6,1926.8493,8
1926-11-13,1926.8685,15
1926-11-20,1926.8877,13
1926-11-27,1926.9068,16
1926-12-4,1926.926,22
1926-12-11,1926.9452,18
1926-12-18,1926.9644,14
1926-12-25,1926.9836,9
1927-1-1,1927.0027,7
1927-1-8,1927.0219,13
1927-1-15,1927.0411,20
1927-1-22,1927.0603,12
1927-1-29,1927.0795,26
1927-2-5,1927.0986,19
1927-2-12,1927.1178,32
1927-2-19,1927.137,35
1927-2-26,1927.1562,36
1927-3-5,1927.1753,28
1927-3-12,1927.1945,37
1927-3-19,1927.2137,46
1927-3-26,1927.2329,46
1927-4-2,1927.2521,42
1927-4-9,1927.2712,78
1927-4-16,1927.2904,50
1927-4-23,1927.3096,61
1927-4-30,1927.3288,59
1927-5-7,1927.3479,56
1927-5-14,1927.3671,81
1927-5-21,1927.3863,100
1927-5-28,1927.4055,83
1927-6-4,1927.4247,81
1927-6-11,1927.4438,68
1927-6-18,1927.463,107
1927-6-25,1927.4822,66
1927-7-2,1927.5014,73
1927-7-9,1927.5205,39
1927-7-16,1927.5397,48
1927-7-23,1927.5589,33
1927-7-30,1927.5781,15
1927-8-6,1927.5973,17
1927-8-13,1927.6164,14
1927-8-20,1927.6356,15
1927-8-27,1927.6548,10
1927-9-3,1927.674,9
1927-9-10,1927.6932,7
1927-9-17,1927.7123,9
1927-9-24,1927.7315,10
1927-10-1,1927.7507,9
1927-10-8,1927.7699,23
1927-10-15,1927.789,22
1927-10-22,1927.8082,21
1927-10-29,1927.8274,14
1927-11-5,1927.8466,16
1927-11-12,1927.8658,25
1927-11-19,1927.8849,29
1927-11-26,1927.9041,22
1927-12-3,1927.9233,64
1927-12-10,1927.9425,47
1927-12-17,1927.9616,64
1927-12-24,1927.9808,56
1927-12-31,1928,101
1928-1-7,1928.0191,NA
1928-1-14,1928.0383,NA
1928-1-21,1928.0574,NA
1928-1-28,1928.0765,NA
1928-2-4,1928.0956,NA
1928-2-11,1928.1148,NA
1928-2-18,1928.1339,NA
1928-2-25,1928.153,433
1928-3-3,1928.1721,663
1928-3-10,1928.1913,741
1928-3-17,1928.2104,1071
1928-3-24,1928.2295,1330
1928-3-31,1928.2486,1476
1928-4-7,1928.2678,1676
1928-4-14,1928.2869,1634
1928-4-21,1928.306,992
1928-4-28,1928.3251,1769
1928-5-5,1928.3443,2448
1928-5-12,1928.3634,2367
1928-5-19,1928.3825,2533
1928-5-26,1928.4016,2549
1928-6-2,1928.4208,2583
1928-6-9,1928.4399,2121
1928-6-16,1928.459,1809
1928-6-23,1928.4781,1313
1928-6-30,1928.4973,823
1928-7-7,1928.5164,515
1928-7-14,1928.5355,389
1928-7-21,1928.5546,236
1928-7-28,1928.5738,130
1928-8-4,1928.5929,96
1928-8-11,1928.612,54
1928-8-18,1928.6311,41
1928-8-25,1928.6503,24
1928-9-1,1928.6694,19
1928-9-8,1928.6885,26
1928-9-15,1928.7077,19
1928-9-22,1928.7268,12
1928-9-29,1928.7459,13
1928-10-6,1928.765,15
1928-10-13,1928.7842,20
1928-10-20,1928.8033,28
1928-10-27,1928.8224,33
1928-11-3,1928.8415,46
1928-11-10,1928.8607,58
1928-11-17,1928.8798,88
1928-11-24,1928.8989,77
1928-12-1,1928.918,54
1928-12-8,1928.9372,63
1928-12-15,1928.9563,97
1928-12-22,1928.9754,70
1928-12-29,1928.9945,68
1929-1-5,1929.0137,78
1929-1-12,1929.0329,74
1929-1-19,1929.0521,57
1929-1-26,1929.0712,48
1929-2-2,1929.0904,67
1929-2-9,1929.1096,48
1929-2-16,1929.1288,54
1929-2-23,1929.1479,72
1929-3-2,1929.1671,69
1929-3-9,1929.1863,66
1929-3-16,1929.2055,58
1929-3-23,1929.2247,100
1929-3-30,1929.2438,97
1929-4-6,1929.263,134
1929-4-13,1929.2822,85
1929-4-20,1929.3014,73
1929-4-27,1929.3205,74
1929-5-4,1929.3397,79
1929-5-11,1929.3589,112
1929-5-18,1929.3781,117
1929-5-25,1929.3973,103
1929-6-1,1929.4164,128
1929-6-8,1929.4356,94
1929-6-15,1929.4548,83
1929-6-22,1929.474,72
1929-6-29,1929.4932,61
1929-7-6,1929.5123,37
1929-7-13,1929.5315,31
1929-7-20,1929.5507,37
1929-7-27,1929.5699,23
1929-8-3,1929.589,36
1929-8-10,1929.6082,17
1929-8-17,1929.6274,18
1929-8-24,1929.6466,11
1929-8-31,1929.6658,9
1929-9-7,1929.6849,6
1929-9-14,1929.7041,17
1929-9-21,1929.7233,9
1929-9-28,1929.7425,9
1929-10-5,1929.7616,6
1929-10-12,1929.7808,9
1929-10-19,1929.8,8
1929-10-26,1929.8192,11
1929-11-2,1929.8384,7
1929-11-9,1929.8575,10
1929-11-16,1929.8767,6
1929-11-23,1929.8959,11
1929-11-30,1929.9151,11
1929-12-7,1929.9342,25
1929-12-14,1929.9534,24
1929-12-21,1929.9726,33
1929-12-28,1929.9918,30
1930-1-4,1930.011,37
1930-1-11,1930.0301,69
1930-1-18,1930.0493,73
1930-1-25,1930.0685,71
1930-2-1,1930.0877,83
1930-2-8,1930.1068,123
1930-2-15,1930.126,167
1930-2-22,1930.1452,229
1930-3-1,1930.1644,283
1930-3-8,1930.1836,295
1930-3-15,1930.2027,301
1930-3-22,1930.2219,507
1930-3-29,1930.2411,593
1930-4-5,1930.2603,864
1930-4-12,1930.2795,963
1930-4-19,1930.2986,1332
1930-4-26,1930.3178,1393
1930-5-3,1930.337,1729
1930-5-10,1930.3562,1730
1930-5-17,1930.3753,1936
1930-5-24,1930.3945,1636
1930-5-31,1930.4137,1386
1930-6-7,1930.4329,1554
1930-6-14,1930.4521,1664
1930-6-21,1930.4712,1161
1930-6-28,1930.4904,836
1930-7-5,1930.5096,446
1930-7-12,1930.5288,486
1930-7-19,1930.5479,268
1930-7-26,1930.5671,201
1930-8-2,1930.5863,109
1930-8-9,1930.6055,77
1930-8-16,1930.6247,39
1930-8-23,1930.6438,39
1930-8-30,1930.663,27
1930-9-6,1930.6822,39
1930-9-13,1930.7014,25
1930-9-20,1930.7205,23
1930-9-27,1930.7397,11
1930-10-4,1930.7589,17
1930-10-11,1930.7781,18
1930-10-18,1930.7973,31
1930-10-25,1930.8164,38
1930-11-1,1930.8356,38
1930-11-8,1930.8548,29
1930-11-15,1930.874,57
1930-11-22,1930.8932,76
1930-11-29,1930.9123,58
1930-12-6,1930.9315,90
1930-12-13,1930.9507,110
1930-12-20,1930.9699,98
1930-12-27,1930.989,85
1931-1-3,1931.0082,76
1931-1-10,1931.0274,199
1931-1-17,1931.0466,146
1931-1-24,1931.0658,161
1931-1-31,1931.0849,206
1931-2-7,1931.1041,280
1931-2-14,1931.1233,354
1931-2-21,1931.1425,676
1931-2-28,1931.1616,687
1931-3-7,1931.1808,845
1931-3-14,1931.2,1032
1931-3-21,1931.2192,1124
1931-3-28,1931.2384,1323
1931-4-4,1931.2575,1331
1931-4-11,1931.2767,1355
1931-4-18,1931.2959,1618
1931-4-25,1931.3151,1358
1931-5-2,1931.3342,1457
1931-5-9,1931.3534,1480
1931-5-16,1931.3726,1842
1931-5-23,1931.3918,1835
1931-5-30,1931.411,1419
1931-6-6,1931.4301,1446
1931-6-13,1931.4493,1131
1931-6-20,1931.4685,872
1931-6-27,1931.4877,623
1931-7-4,1931.5068,291
1931-7-11,1931.526,414
1931-7-18,1931.5452,166
1931-7-25,1931.5644,131
1931-8-1,1931.5836,82
1931-8-8,1931.6027,69
1931-8-15,1931.6219,41
1931-8-22,1931.6411,25
1931-8-29,1931.6603,18
1931-9-5,1931.6795,17
1931-9-12,1931.6986,4
1931-9-19,1931.7178,16
1931-9-26,1931.737,6
1931-10-3,1931.7562,10
1931-10-10,1931.7753,10
1931-10-17,1931.7945,15
1931-10-24,1931.8137,11
1931-10-31,1931.8329,17
1931-11-7,1931.8521,24
1931-11-14,1931.8712,24
1931-11-21,1931.8904,16
1931-11-28,1931.9096,28
1931-12-5,1931.9288,43
1931-12-12,1931.9479,17
1931-12-19,1931.9671,28
1931-12-26,1931.9863,18
1932-1-2,1932.0055,36
1932-1-9,1932.0246,32
1932-1-16,1932.0437,33
1932-1-23,1932.0628,28
1932-1-30,1932.082,48
1932-2-6,1932.1011,43
1932-2-13,1932.1202,44
1932-2-20,1932.1393,75
1932-2-27,1932.1585,100
1932-3-5,1932.1776,95
1932-3-12,1932.1967,149
1932-3-19,1932.2158,138
1932-3-26,1932.235,143
1932-4-2,1932.2541,175
1932-4-9,1932.2732,242
1932-4-16,1932.2923,223
1932-4-23,1932.3115,328
1932-4-30,1932.3306,232
1932-5-7,1932.3497,457
1932-5-14,1932.3689,478
1932-5-21,1932.388,570
1932-5-28,1932.4071,632
1932-6-4,1932.4262,547
1932-6-11,1932.4454,732
1932-6-18,1932.4645,490
1932-6-25,1932.4836,544
1932-7-2,1932.5027,444
1932-7-9,1932.5219,285
1932-7-16,1932.541,287
1932-7-23,1932.5601,218
1932-7-30,1932.5792,153
1932-8-6,1932.5984,105
1932-8-13,1932.6175,77
1932-8-20,1932.6366,41
1932-8-27,1932.6557,38
1932-9-3,1932.6749,43
1932-9-10,1932.694,28
1932-9-17,1932.7131,28
1932-9-24,1932.7322,23
1932-10-1,1932.7514,23
1932-10-8,1932.7705,29
1932-10-15,1932.7896,28
1932-10-22,1932.8087,38
1932-10-29,1932.8279,46
1932-11-5,1932.847,97
1932-11-12,1932.8661,112
1932-11-19,1932.8852,153
1932-11-26,1932.9044,152
1932-12-3,1932.9235,222
1932-12-10,1932.9426,230
1932-12-17,1932.9617,265
1932-12-24,1932.9809,269
1933-1-7,1933.0192,490
1933-1-14,1933.0384,490
1933-1-21,1933.0575,626.95
1933-1-28,1933.0767,763.9
1933-2-4,1933.0959,900.85
1933-2-11,1933.1151,1037.8
1933-2-18,1933.1342,1421.55
1933-2-25,1933.1534,1668.35
1933-3-4,1933.1726,1915.15
1933-3-11,1933.1918,2161.95
1933-3-18,1933.211,2309.92
1933-3-25,1933.2301,2211.09
1933-4-1,1933.2493,2112.26
1933-4-8,1933.2685,2013.43
1933-4-15,1933.2877,1914.6
1933-4-22,1933.3068,1861.93
1933-4-29,1933.326,1809.26
1933-5-6,1933.3452,1756.59
1933-5-13,1933.3644,1703.92
1933-5-20,1933.3836,1455.85
1933-5-27,1933.4027,1260.45
1933-6-3,1933.4219,1065.05
1933-6-10,1933.4411,869.65
1933-6-17,1933.4603,563.44
1933-6-24,1933.4795,452.63
1933-7-1,1933.4986,341.82
1933-7-8,1933.5178,231.01
1933-7-15,1933.537,120.2
1933-7-22,1933.5562,103.11
1933-7-29,1933.5753,86.02
1933-8-5,1933.5945,68.93
1933-8-12,1933.6137,51.84
1933-8-19,1933.6329,29.8
1933-8-26,1933.6521,24.85
1933-9-2,1933.6712,19.9
1933-9-9,1933.6904,14.95
1933-9-16,1933.7096,10
1933-9-23,1933.7288,10.75
1933-9-30,1933.7479,11.5
1933-10-7,1933.7671,12.25
1933-10-14,1933.7863,13
1933-10-21,1933.8055,14.55
1933-10-28,1933.8247,15.35
1933-11-4,1933.8438,16.15
1933-11-11,1933.863,16.95
1933-11-18,1933.8822,19.44
1933-11-25,1933.9014,21.13
1933-12-2,1933.9205,22.82
1933-12-9,1933.9397,24.51
1933-12-16,1933.9589,26.2
1933-12-23,1933.9781,27.61
1933-12-30,1933.9973,29.02
1934-1-6,1934.0164,30.43
1934-1-13,1934.0356,31.84
1934-1-20,1934.0548,35
1934-1-27,1934.074,36.75
1934-2-3,1934.0932,38.5
1934-2-10,1934.1123,40.25
1934-2-17,1934.1315,50.84
1934-2-24,1934.1507,59.68
1934-3-3,1934.1699,68.52
1934-3-10,1934.189,77.36
1934-3-17,1934.2082,86.2
1934-3-24,1934.2274,101.56
1934-3-31,1934.2466,116.92
1934-4-7,1934.2658,132.28
1934-4-14,1934.2849,147.64
1934-4-21,1934.3041,201.1
1934-4-28,1934.3233,239.2
1934-5-5,1934.3425,277.3
1934-5-12,1934.3616,315.4
1934-5-19,1934.3808,335.48
1934-5-26,1934.4,317.46
1934-6-2,1934.4192,299.44
1934-6-9,1934.4384,281.42
1934-6-16,1934.4575,263.4
1934-6-23,1934.4767,231.82
1934-6-30,1934.4959,200.24
1934-7-7,1934.5151,168.66
1934-7-14,1934.5342,137.08
1934-7-21,1934.5534,89.15
1934-7-28,1934.5726,72.8
1934-8-4,1934.5918,56.45
1934-8-11,1934.611,40.1
1934-8-18,1934.6301,20.88
1934-8-25,1934.6493,18.01
1934-9-1,1934.6685,15.14
1934-9-8,1934.6877,12.27
1934-9-15,1934.7068,9.4
1934-9-22,1934.726,9.77
1934-9-29,1934.7452,10.14
1934-10-6,1934.7644,10.51
1934-10-13,1934.7836,10.88
1934-10-20,1934.8027,13.3
1934-10-27,1934.8219,15.35
1934-11-3,1934.8411,17.4
1934-11-10,1934.8603,19.45
1934-11-17,1934.8795,25.4
1934-11-24,1934.8986,29.3
1934-12-1,1934.9178,33.2
1934-12-8,1934.937,37.1
1934-12-15,1934.9562,41
1934-12-22,1934.9753,58.2
1934-12-29,1934.9945,75.4
1935-1-5,1935.0137,92.6
1935-1-12,1935.0329,109.8
1935-1-19,1935.0521,180.4
1935-1-26,1935.0712,233.8
1935-2-2,1935.0904,287.2
1935-2-9,1935.1096,340.6
1935-2-16,1935.1288,489.48
1935-2-23,1935.1479,584.96
1935-3-2,1935.1671,680.44
1935-3-9,1935.1863,775.92
1935-3-16,1935.2055,871.4
1935-3-23,1935.2247,1028.62
1935-3-30,1935.2438,1185.84
1935-4-6,1935.263,1343.06
1935-4-13,1935.2822,1500.28
1935-4-20,1935.3014,1666.65
1935-4-27,1935.3205,1675.8
1935-5-4,1935.3397,1684.95
1935-5-11,1935.3589,1694.1
1935-5-18,1935.3781,1569.88
1935-5-25,1935.3973,1436.51
1935-6-1,1935.4164,1303.14
1935-6-8,1935.4356,1169.77
1935-6-15,1935.4548,1036.4
1935-6-22,1935.474,927.87
1935-6-29,1935.4932,819.34
1935-7-6,1935.5123,710.81
1935-7-13,1935.5315,602.28
1935-7-20,1935.5507,409.32
1935-7-27,1935.5699,324.89
1935-8-3,1935.589,240.46
1935-8-10,1935.6082,156.03
1935-8-17,1935.6274,71.6
1935-8-24,1935.6466,60.63
1935-8-31,1935.6658,49.66
1935-9-7,1935.6849,38.69
1935-9-14,1935.7041,27.72
1935-9-21,1935.7233,20.2
1935-9-28,1935.7425,23.65
1935-10-5,1935.7616,27.1
1935-10-12,1935.7808,30.55
1935-10-19,1935.8,40.52
1935-10-26,1935.8192,47.04
1935-11-2,1935.8384,53.56
1935-11-9,1935.8575,60.08
1935-11-16,1935.8767,66.6
1935-11-23,1935.8959,81.03
1935-11-30,1935.9151,95.46
1935-12-7,1935.9342,109.89
1935-12-14,1935.9534,124.32
1935-12-21,1935.9726,182.3
1935-12-28,1935.9918,225.85
1936-1-4,1936.0109,269.4
1936-1-11,1936.0301,312.95
1936-1-18,1936.0492,447.36
1936-1-25,1936.0683,538.22
1936-2-1,1936.0874,629.08
1936-2-8,1936.1066,719.94
1936-2-15,1936.1257,810.8
1936-2-22,1936.1448,1017.44
1936-2-29,1936.1639,1224.08
1936-3-7,1936.1831,1430.72
1936-3-14,1936.2022,1637.36
1936-3-21,1936.2213,1914.8
1936-3-28,1936.2404,1985.6
1936-4-4,1936.2596,2056.4
1936-4-11,1936.2787,2127.2
1936-4-18,1936.2978,2088.28
1936-4-25,1936.3169,1978.56
1936-5-2,1936.3361,1868.84
1936-5-9,1936.3552,1759.12
1936-5-16,1936.3743,1649.4
1936-5-23,1936.3934,1556.42
1936-5-30,1936.4126,1463.44
1936-6-6,1936.4317,1370.46
1936-6-13,1936.4508,1277.48
1936-6-20,1936.4699,1019.75
1936-6-27,1936.4891,855
1936-7-4,1936.5082,690.25
1936-7-11,1936.5273,525.5
1936-7-18,1936.5464,297.12
1936-7-25,1936.5656,233.49
1936-8-1,1936.5847,169.86
1936-8-8,1936.6038,106.23
1936-8-15,1936.623,42.6
1936-8-22,1936.6421,38.43
1936-8-29,1936.6612,34.26
1936-9-5,1936.6803,30.09
1936-9-12,1936.6995,25.92
1936-9-19,1936.7186,21.36
1936-9-26,1936.7377,20.97
1936-10-3,1936.7568,20.58
1936-10-10,1936.776,20.19
1936-10-17,1936.7951,19.8
1936-10-24,1936.8142,23.54
1936-10-31,1936.8333,27.28
1936-11-7,1936.8525,31.02
1936-11-14,1936.8716,34.76
1936-11-21,1936.8907,41.75
1936-11-28,1936.9098,45
1936-12-5,1936.929,48.25
1936-12-12,1936.9481,51.5
1936-12-19,1936.9672,53.2
1936-12-26,1936.9863,51.65
1937-1-2,1937.0055,50.1
1937-1-9,1937.0247,48.55
1937-1-16,1937.0438,47
1937-1-23,1937.063,55.85
1937-1-30,1937.0822,64.7
1937-2-6,1937.1014,73.55
1937-2-13,1937.1205,82.4
1937-2-20,1937.1397,126.75
1937-2-27,1937.1589,162.25
1937-3-6,1937.1781,197.75
1937-3-13,1937.1973,233.25
1937-3-20,1937.2164,327.65
1937-3-27,1937.2356,386.55
1937-4-3,1937.2548,445.45
1937-4-10,1937.274,504.35
1937-4-17,1937.2932,592.44
1937-4-24,1937.3123,621.63
1937-5-1,1937.3315,650.82
1937-5-8,1937.3507,680.01
1937-5-15,1937.3699,709.2
1937-5-22,1937.389,720.26
1937-5-29,1937.4082,731.32
1937-6-5,1937.4274,742.38
1937-6-12,1937.4466,753.44
1937-6-19,1937.4658,646.8
1937-6-26,1937.4849,529.1
1937-7-3,1937.5041,411.4
1937-7-10,1937.5233,293.7
1937-7-17,1937.5425,176
1937-7-24,1937.5616,153.15
1937-7-31,1937.5808,130.3
1937-8-7,1937.6,107.45
1937-8-14,1937.6192,84.6
1937-8-21,1937.6384,53.6
1937-8-28,1937.6575,45.45
1937-9-4,1937.6767,37.3
1937-9-11,1937.6959,29.15
1937-9-18,1937.7151,20.4
1937-9-25,1937.7342,19.8
1937-10-2,1937.7534,19.2
1937-10-9,1937.7726,18.6
1937-10-16,1937.7918,18
1937-10-23,1937.811,21.2
1937-10-30,1937.8301,24.4
1937-11-6,1937.8493,27.6
1937-11-13,1937.8685,30.8
1937-11-20,1937.8877,33.3
1937-11-27,1937.9068,32.6
1937-12-4,1937.926,31.9
1937-12-11,1937.9452,31.2
1937-12-18,1937.9644,45.16
1937-12-25,1937.9836,59.82
1938-1-1,1938.0027,74.48
1938-1-8,1938.0219,89.14
1938-1-15,1938.0411,103.8
1938-1-22,1938.0603,162.29
1938-1-29,1938.0795,220.78
1938-2-5,1938.0986,279.27
1938-2-12,1938.1178,337.76
1938-2-19,1938.137,604.15
1938-2-26,1938.1562,812.05
1938-3-5,1938.1753,1019.95
1938-3-12,1938.1945,1227.85
1938-3-19,1938.2137,1549.32
1938-3-26,1938.2329,1662.89
1938-4-2,1938.2521,1776.46
1938-4-9,1938.2712,1890.03
1938-4-16,1938.2904,2003.6
1938-4-23,1938.3096,2034.58
1938-4-30,1938.3288,2065.56
1938-5-7,1938.3479,2096.54
1938-5-14,1938.3671,2127.52
1938-5-21,1938.3863,2039.45
1938-5-28,1938.4055,1920.4
1938-6-4,1938.4247,1801.35
1938-6-11,1938.4438,1682.3
1938-6-18,1938.463,1299.84
1938-6-25,1938.4822,1036.43
1938-7-2,1938.5014,773.02
1938-7-9,1938.5205,509.61
1938-7-16,1938.5397,246.2
1938-7-23,1938.5589,208.91
1938-7-30,1938.5781,171.62
1938-8-6,1938.5973,134.33
1938-8-13,1938.6164,97.04
1938-8-20,1938.6356,51.55
1938-8-27,1938.6548,43.35
1938-9-3,1938.674,35.15
1938-9-10,1938.6932,26.95
1938-9-17,1938.7123,16.04
1938-9-24,1938.7315,13.33
1938-10-1,1938.7507,10.62
1938-10-8,1938.7699,7.91
1938-10-15,1938.789,5.2
1938-10-22,1938.8082,9.66
1938-10-29,1938.8274,14.12
1938-11-5,1938.8466,18.58
1938-11-12,1938.8658,23.04
1938-11-19,1938.8849,28.84
1938-11-26,1938.9041,30.18
1938-12-3,1938.9233,31.52
1938-12-10,1938.9425,32.86
1938-12-17,1938.9616,34.2
1938-12-24,1938.9808,38.56
1938-12-31,1939,42.92
1939-1-7,1939.0192,47.28
1939-1-14,1939.0384,51.64
1939-1-21,1939.0575,55.75
1939-1-28,1939.0767,55.5
1939-2-4,1939.0959,55.25
1939-2-11,1939.1151,55
1939-2-18,1939.1342,61.85
1939-2-25,1939.1534,68.95
1939-3-4,1939.1726,76.05
1939-3-11,1939.1918,83.15
1939-3-18,1939.211,92.88
1939-3-25,1939.2301,95.51
1939-4-1,1939.2493,98.14
1939-4-8,1939.2685,100.77
1939-4-15,1939.2877,103.4
1939-4-22,1939.3068,131.17
1939-4-29,1939.326,158.94
1939-5-6,1939.3452,186.71
1939-5-13,1939.3644,214.48
1939-5-20,1939.3836,230.7
1939-5-27,1939.4027,219.15
1939-6-3,1939.4219,207.6
1939-6-10,1939.4411,196.05
1939-6-17,1939.4603,158.56
1939-6-24,1939.4795,132.62
1939-7-1,1939.4986,106.68
1939-7-8,1939.5178,80.74
1939-7-15,1939.537,54.8
1939-7-22,1939.5562,49.34
1939-7-29,1939.5753,43.88
1939-8-5,1939.5945,38.42
1939-8-12,1939.6137,32.96
1939-8-19,1939.6329,23.44
1939-8-26,1939.6521,19.38
1939-9-2,1939.6712,15.32
1939-9-9,1939.6904,11.26
1939-9-16,1939.7096,7.2
1939-9-23,1939.7288,8.46
1939-9-30,1939.7479,9.72
1939-10-7,1939.7671,10.98
1939-10-14,1939.7863,12.24
1939-10-21,1939.8055,13.8
1939-10-28,1939.8247,14.1
1939-11-4,1939.8438,14.4
1939-11-11,1939.863,14.7
1939-11-18,1939.8822,15.64
1939-11-25,1939.9014,16.28
1939-12-2,1939.9205,16.92
1939-12-9,1939.9397,17.56
1939-12-16,1939.9589,18.2
1939-12-23,1939.9781,19.06
1939-12-30,1939.9973,19.92
1940-1-6,1940.0164,20.78
1940-1-13,1940.0355,21.64
1940-1-20,1940.0546,28.35
1940-1-27,1940.0738,34.2
1940-2-3,1940.0929,40.05
1940-2-10,1940.112,45.9
1940-2-17,1940.1311,52.12
1940-2-24,1940.1503,52.49
1940-3-2,1940.1694,52.86
1940-3-9,1940.1885,53.23
1940-3-16,1940.2077,53.6
1940-3-23,1940.2268,69.53
1940-3-30,1940.2459,85.46
1940-4-6,1940.265,101.39
1940-4-13,1940.2842,117.32
1940-4-20,1940.3033,174.85
1940-4-27,1940.3224,216.45
1940-5-4,1940.3415,258.05
1940-5-11,1940.3607,299.65
1940-5-18,1940.3798,349.24
1940-5-25,1940.3989,357.23
1940-6-1,1940.418,365.22
1940-6-8,1940.4372,373.21
1940-6-15,1940.4563,381.2
1940-6-22,1940.4754,368.41
1940-6-29,1940.4945,355.62
1940-7-6,1940.5137,342.83
1940-7-13,1940.5328,330.04
1940-7-20,1940.5519,266.08
1940-7-27,1940.571,214.91
1940-8-3,1940.5902,163.74
1940-8-10,1940.6093,112.57
1940-8-17,1940.6284,61.4
1940-8-24,1940.6475,56.67
1940-8-31,1940.6667,51.94
1940-9-7,1940.6858,47.21
1940-9-14,1940.7049,42.48
1940-9-21,1940.724,47.9
1940-9-28,1940.7432,58.05
1940-10-5,1940.7623,68.2
1940-10-12,1940.7814,78.35
1940-10-19,1940.8005,112.8
1940-10-26,1940.8197,137.1
1940-11-2,1940.8388,161.4
1940-11-9,1940.8579,185.7
1940-11-16,1940.877,210
1940-11-23,1940.8962,317.8
1940-11-30,1940.9153,425.6
1940-12-7,1940.9344,533.4
1940-12-14,1940.9536,641.2
1940-12-21,1940.9727,916
1940-12-28,1940.9918,1083
1941-1-4,1941.011,1250
1941-1-11,1941.0301,1417
1941-1-18,1941.0493,1928.5
1941-1-25,1941.0685,2273
1941-2-1,1941.0877,2617.5
1941-2-8,1941.1068,2962
1941-2-15,1941.126,3678.24
1941-2-22,1941.1452,4049.98
1941-3-1,1941.1644,4421.72
1941-3-8,1941.1836,4793.46
1941-3-15,1941.2027,5165.2
1941-3-22,1941.2219,5269.21
1941-3-29,1941.2411,5373.22
1941-4-5,1941.2603,5477.23
1941-4-12,1941.2795,5581.24
1941-4-19,1941.2986,4876
1941-4-26,1941.3178,4066.75
1941-5-3,1941.337,3257.5
1941-5-10,1941.3562,2448.25
1941-5-17,1941.3753,1639
1941-5-24,1941.3945,1437.55
1941-5-31,1941.4137,1236.1
1941-6-7,1941.4329,1034.65
1941-6-14,1941.4521,833.2
1941-6-21,1941.4712,527.2
1941-6-28,1941.4904,422.65
1941-7-5,1941.5096,318.1
1941-7-12,1941.5288,213.55
1941-7-19,1941.5479,91.2
1941-7-26,1941.5671,73.4
1941-8-2,1941.5863,55.6
1941-8-9,1941.6055,37.8
1941-8-16,1941.6247,20
1941-8-23,1941.6438,19.15
1941-8-30,1941.663,18.3
1941-9-6,1941.6822,17.45
1941-9-13,1941.7014,16.6
1941-9-20,1941.7205,15.95
1941-9-27,1941.7397,16.15
1941-10-4,1941.7589,16.35
1941-10-11,1941.7781,16.55
1941-10-18,1941.7973,15.6
1941-10-25,1941.8164,14.45
1941-11-1,1941.8356,13.3
1941-11-8,1941.8548,12.15
1941-11-15,1941.874,11
1941-11-22,1941.8932,12.5
1941-11-29,1941.9123,14
1941-12-6,1941.9315,15.5
1941-12-13,1941.9507,17
1941-12-20,1941.9699,20.28
1941-12-27,1941.989,22.06
1942-1-3,1942.0082,23.84
1942-1-10,1942.0274,25.62
1942-1-17,1942.0466,27.4
1942-1-24,1942.0658,30.37
1942-1-31,1942.0849,33.34
1942-2-7,1942.1041,36.31
1942-2-14,1942.1233,39.28
1942-2-21,1942.1425,45.45
1942-2-28,1942.1616,48.65
1942-3-7,1942.1808,51.85
1942-3-14,1942.2,55.05
1942-3-21,1942.2192,66.8
1942-3-28,1942.2384,75.35
1942-4-4,1942.2575,83.9
1942-4-11,1942.2767,92.45
1942-4-18,1942.2959,103.08
1942-4-25,1942.3151,105.16
1942-5-2,1942.3342,107.24
1942-5-9,1942.3534,109.32
1942-5-16,1942.3726,111.4
1942-5-23,1942.3918,108.47
1942-5-30,1942.411,105.54
1942-6-6,1942.4301,102.61
1942-6-13,1942.4493,99.68
1942-6-20,1942.4685,83.75
1942-6-27,1942.4877,70.75
1942-7-4,1942.5068,57.75
1942-7-11,1942.526,44.75
1942-7-18,1942.5452,27.8
