date yyyy-mm-dd,numdate,measles
1908-7-25,1908.5656,219
1908-8-1,1908.5847,153
1908-8-8,1908.6038,130
1908-8-15,1908.623,106
1908-8-22,1908.6421,66
1908-8-29,1908.6612,71
1908-9-5,1908.6803,57
1908-9-12,1908.6995,65
1908-9-19,1908.7186,103
1908-9-26,1908.7377,54
1908-10-3,1908.7568,96
1908-10-10,1908.776,68
1908-10-17,1908.7951,119
1908-10-24,1908.8142,133
1908-10-31,1908.8333,145
1908-11-7,1908.8525,137
1908-11-14,1908.8716,180
1908-11-21,1908.8907,172
1908-11-28,1908.9098,255
1908-12-5,1908.929,271
1908-12-12,1908.9481,384
1908-12-19,1908.9672,352
1908-12-26,1908.9863,369
1909-1-2,1909.0055,363
1909-1-9,1909.0247,538
1909-1-16,1909.0438,462
1909-1-23,1909.063,468
1909-1-30,1909.0822,505
1909-2-6,1909.1014,521
1909-2-13,1909.1205,499
1909-2-20,1909.1397,608
1909-2-27,1909.1589,635
1909-3-6,1909.1781,642
1909-3-13,1909.1973,829
1909-3-20,1909.2164,922
1909-3-27,1909.2356,913
1909-4-3,1909.2548,1077
1909-4-10,1909.274,953
1909-4-17,1909.2932,1224
1909-4-24,1909.3123,1274
1909-5-1,1909.3315,1389
1909-5-8,1909.3507,1297
1909-5-15,1909.3699,1578
1909-5-22,1909.389,1365
1909-5-29,1909.4082,1671
1909-6-5,1909.4274,1458
1909-6-12,1909.4466,1431
1909-6-19,1909.4658,1331
1909-6-26,1909.4849,110
1909-7-3,1909.5041,883
1909-7-10,1909.5233,718
1909-7-17,1909.5425,501
1909-7-24,1909.5616,423
1909-7-31,1909.5808,310
1909-8-7,1909.6,256
1909-8-14,1909.6192,216
1909-8-21,1909.6384,149
1909-8-28,1909.6575,167
1909-9-4,1909.6767,116
1909-9-11,1909.6959,88
1909-9-18,1909.7151,82
1909-9-25,1909.7342,85
1909-10-2,1909.7534,78
1909-10-9,1909.7726,102
1909-10-16,1909.7918,10
1909-10-23,1909.811,119
1909-10-30,1909.8301,115
1909-11-6,1909.8493,161
1909-11-13,1909.8685,202
1909-11-20,1909.8877,301
1909-11-27,1909.9068,263
1909-12-4,1909.926,411
1909-12-11,1909.9452,385
1909-12-18,1909.9644,509
1909-12-25,1909.9836,484
1910-1-1,1910.0027,514
1910-1-8,1910.0219,925
1910-1-15,1910.0411,832
1910-1-22,1910.0603,1082
1910-1-29,1910.0795,896
1910-2-5,1910.0986,1095
1910-2-12,1910.1178,861
1910-2-19,1910.137,1364
1910-2-26,1910.1562,1246
1910-3-5,1910.1753,1703
1910-3-12,1910.1945,1544
1910-3-19,1910.2137,1651
1910-3-26,1910.2329,1537
1910-4-2,1910.2521,1770
1910-4-9,1910.2712,1541
1910-4-16,1910.2904,1623
1910-4-23,1910.3096,1317
1910-4-30,1910.3288,1555
1910-5-7,1910.3479,1311
1910-5-14,1910.3671,1306
1910-5-21,1910.3863,1259
1910-5-28,1910.4055,1331
1910-6-4,1910.4247,1218
1910-6-11,1910.4438,972
1910-6-18,1910.463,791
1910-6-25,1910.4822,843
1910-7-2,1910.5014,623
1910-7-9,1910.5205,434
1910-7-16,1910.5397,344
1910-7-23,1910.5589,275
1910-7-30,1910.5781,206
1910-8-6,1910.5973,179
1910-8-13,1910.6164,144
1910-8-20,1910.6356,81
1910-8-27,1910.6548,75
1910-9-3,1910.674,82
1910-9-10,1910.6932,61
1910-9-17,1910.7123,60
1910-9-24,1910.7315,51
1910-10-1,1910.7507,60
1910-10-8,1910.7699,53
1910-10-15,1910.789,67
1910-10-22,1910.8082,75
1910-10-29,1910.8274,85
1910-11-5,1910.8466,97
1910-11-12,1910.8658,106
1910-11-19,1910.8849,117
1910-11-26,1910.9041,120
1910-12-3,1910.9233,142
1910-12-10,1910.9425,131
1910-12-17,1910.9616,180
1910-12-24,1910.9808,167
1910-12-31,1911,228
1911-1-7,1911.0192,294
1911-1-14,1911.0384,280
1911-1-21,1911.0575,321
1911-1-28,1911.0767,408
1911-2-4,1911.0959,399
1911-2-11,1911.1151,347
1911-2-18,1911.1342,435
1911-2-25,1911.1534,390
1911-3-4,1911.1726,488
1911-3-11,1911.1918,541
1911-3-18,1911.211,680
1911-3-25,1911.2301,682
1911-4-1,1911.2493,853
1911-4-8,1911.2685,875
1911-4-15,1911.2877,1045
1911-4-22,1911.3068,1025
1911-4-29,1911.326,1082
1911-5-6,1911.3452,1265
1911-5-13,1911.3644,1271
1911-5-20,1911.3836,1368
1911-5-27,1911.4027,1459
1911-6-3,1911.4219,1180
1911-6-10,1911.4411,1037
1911-6-17,1911.4603,910
1911-6-24,1911.4795,823
1911-7-1,1911.4986,675
1911-7-8,1911.5178,595
1911-7-15,1911.537,510
1911-7-22,1911.5562,420
1911-7-29,1911.5753,333
1911-8-5,1911.5945,228
1911-8-12,1911.6137,172
1911-8-19,1911.6329,166
1911-8-26,1911.6521,129
1911-9-2,1911.6712,95
1911-9-9,1911.6904,81
1911-9-16,1911.7096,79
1911-9-23,1911.7288,86
1911-9-30,1911.7479,71
1911-10-7,1911.7671,76
1911-10-14,1911.7863,82
1911-10-21,1911.8055,96
1911-10-28,1911.8247,101
1911-11-4,1911.8438,113
1911-11-11,1911.863,116
1911-11-18,1911.8822,167
1911-11-25,1911.9014,154
1911-12-2,1911.9205,253
1911-12-9,1911.9397,317
1911-12-16,1911.9589,406
1911-12-23,1911.9781,483
1911-12-30,1911.9973,421
1912-1-6,1912.0164,505
1912-1-13,1912.0355,560
1912-1-20,1912.0546,616
1912-1-27,1912.0738,631
1912-2-3,1912.0929,722
1912-2-10,1912.112,868
1912-2-17,1912.1311,859
1912-2-24,1912.1503,1289
1912-3-2,1912.1694,1269
1912-3-9,1912.1885,1544
1912-3-16,1912.2077,1619
1912-3-23,1912.2268,2015
1912-3-30,1912.2459,1921
1912-4-6,1912.265,1879
1912-4-13,1912.2842,1785
1912-4-20,1912.3033,1704
1912-4-27,1912.3224,1904
1912-5-4,1912.3415,1702
1912-5-11,1912.3607,1671
1912-5-18,1912.3798,1713
1912-5-25,1912.3989,1676
1912-6-1,1912.418,1396
1912-6-8,1912.4372,1233
1912-6-15,1912.4563,987
1912-6-22,1912.4754,861
1912-6-29,1912.4945,815
1912-7-6,1912.5137,603
1912-7-13,1912.5328,607
1912-7-20,1912.5519,346
1912-7-27,1912.571,284
1912-8-3,1912.5902,207
1912-8-10,1912.6093,187
1912-8-17,1912.6284,129
1912-8-24,1912.6475,104
1912-8-31,1912.6667,90
1912-9-7,1912.6858,65
1912-9-14,1912.7049,57
1912-9-21,1912.724,42
1912-9-28,1912.7432,49
1912-10-5,1912.7623,51
1912-10-12,1912.7814,47
1912-10-19,1912.8005,64
1912-10-26,1912.8197,104
1912-11-2,1912.8388,91
1912-11-9,1912.8579,128
1912-11-16,1912.877,175
1912-11-23,1912.8962,211
1912-11-30,1912.9153,223
1912-12-7,1912.9344,276
1912-12-14,1912.9536,274
1912-12-21,1912.9727,412
1912-12-28,1912.9918,298
1913-1-4,1913.011,395
1913-1-11,1913.0301,551
1913-1-18,1913.0493,463
1913-1-25,1913.0685,472
1913-2-1,1913.0877,454
1913-2-8,1913.1068,459
1913-2-15,1913.126,473
1913-2-22,1913.1452,552
1913-3-1,1913.1644,777
1913-3-8,1913.1836,833
1913-3-15,1913.2027,971
1913-3-22,1913.2219,976
1913-3-29,1913.2411,1197
1913-4-5,1913.2603,1087
1913-4-12,1913.2795,1128
1913-4-19,1913.2986,1170
1913-4-26,1913.3178,1359
1913-5-3,1913.337,1353
1913-5-10,1913.3562,1533
1913-5-17,1913.3753,1283
1913-5-24,1913.3945,1480
1913-5-31,1913.4137,1323
1913-6-7,1913.4329,1466
1913-6-14,1913.4521,1073
1913-6-21,1913.4712,964
1913-6-28,1913.4904,859
1913-7-5,1913.5096,544
1913-7-12,1913.5288,522
1913-7-19,1913.5479,409
1913-7-26,1913.5671,303
1913-8-2,1913.5863,220
1913-8-9,1913.6055,172
1913-8-16,1913.6247,118
1913-8-23,1913.6438,100
1913-8-30,1913.663,121
1913-9-6,1913.6822,72
1913-9-13,1913.7014,53
1913-9-20,1913.7205,50
1913-9-27,1913.7397,76
1913-10-4,1913.7589,71
1913-10-11,1913.7781,80
1913-10-18,1913.7973,84
1913-10-25,1913.8164,95
1913-11-1,1913.8356,103
1913-11-8,1913.8548,142
1913-11-15,1913.874,119
1913-11-22,1913.8932,156
1913-11-29,1913.9123,160
1913-12-6,1913.9315,179
1913-12-13,1913.9507,102
1913-12-20,1913.9699,220
1913-12-27,1913.989,254
1914-1-3,1914.0082,268
1914-1-10,1914.0274,317
1914-1-17,1914.0466,343
1914-1-24,1914.0658,359
1914-1-31,1914.0849,377
1914-2-7,1914.1041,494
1914-2-14,1914.1233,467
1914-2-21,1914.1425,608
1914-2-28,1914.1616,621
1914-3-7,1914.1808,663
1914-3-14,1914.2,821
1914-3-21,1914.2192,762
1914-3-28,1914.2384,894
1914-4-4,1914.2575,961
1914-4-11,1914.2767,1037
1914-4-18,1914.2959,1088
1914-4-25,1914.3151,1092
1914-5-2,1914.3342,1205
1914-5-9,1914.3534,1144
1914-5-16,1914.3726,1383
1914-5-23,1914.3918,1259
1914-5-30,1914.411,1168
1914-6-6,1914.4301,1275
1914-6-13,1914.4493,1007
1914-6-20,1914.4685,899
1914-6-27,1914.4877,720
1914-7-4,1914.5068,542
1914-7-11,1914.526,432
1914-7-18,1914.5452,407
1914-7-25,1914.5644,314
1914-8-1,1914.5836,290
1914-8-8,1914.6027,104
1914-8-15,1914.6219,126
1914-8-22,1914.6411,124
1914-8-29,1914.6603,69
1914-9-5,1914.6795,67
1914-9-12,1914.6986,36
1914-9-19,1914.7178,48
1914-9-26,1914.737,77
1914-10-3,1914.7562,48
1914-10-10,1914.7753,66
1914-10-17,1914.7945,79
1914-10-24,1914.8137,80
1914-10-31,1914.8329,80
1914-11-7,1914.8521,104
1914-11-14,1914.8712,120
1914-11-21,1914.8904,185
1914-11-28,1914.9096,216
1914-12-5,1914.9288,203
1914-12-12,1914.9479,297
1914-12-19,1914.9671,184
1914-12-26,1914.9863,65
1915-1-2,1915.0055,352.641160949868
1915-1-9,1915.0247,403.018469656992
1915-1-16,1915.0438,453.395778364116
1915-1-23,1915.063,498.735356200528
1915-1-30,1915.0822,483.622163588390
1915-2-6,1915.1014,599.489973614776
1915-2-13,1915.1205,589.414511873351
1915-2-20,1915.1397,675.055936675462
1915-2-27,1915.1589,604.527704485488
1915-3-6,1915.1781,533.999472295514
1915-3-13,1915.1973,644.829551451187
1915-3-20,1915.2164,836.263324538259
1915-3-27,1915.2356,992.432981530343
1915-4-3,1915.2548,NA
1915-4-10,1915.274,1083.11213720317
1915-4-17,1915.2932,1219.13087071240
1915-4-24,1915.3123,1319.88548812665
1915-5-1,1915.3315,1486.13060686016
1915-5-8,1915.3507,1612.07387862797
1915-5-15,1915.3699,1496.20606860158
1915-5-22,1915.389,1365.22506596306
1915-5-29,1915.4082,1390.41372031662
1915-6-5,1915.4274,1476.05514511873
1915-6-12,1915.4466,1526.43245382586
1915-6-19,1915.4658,1566.73430079156
1915-6-26,1915.4849,1642.30026385224
1915-7-3,1915.5041,1355.14960422164
1915-7-10,1915.5233,1249.35725593668
1915-7-17,1915.5425,992.432981530343
1915-7-24,1915.5616,836.263324538259
1915-7-31,1915.5808,725.433245382586
1915-8-7,1915.6,559.188126649076
1915-8-14,1915.6192,418.131662269129
1915-8-21,1915.6384,382.867546174142
1915-8-28,1915.6575,327.452506596306
1915-9-4,1915.6767,272.037467018470
1915-9-11,1915.6959,191.433773087071
1915-9-18,1915.7151,196.471503957784
1915-9-25,1915.7342,125.94327176781
1915-10-2,1915.7534,80.6036939313984
1915-10-9,1915.7726,60.4527704485488
1915-10-16,1915.7918,45.3395778364116
1915-10-23,1915.811,70.5282321899736
1915-10-30,1915.8301,80.6036939313984
1915-11-6,1915.8493,80.6036939313984
1915-11-13,1915.8685,75.565963060686
1915-11-20,1915.8877,750.621899736148
1915-11-27,1915.9068,695.206860158311
1915-12-4,1915.926,921.90474934037
1915-12-11,1915.9452,871.527440633245
1915-12-18,1915.9644,942.055672823219
1915-12-25,1915.9836,1027.69709762533
1916-1-1,1916.0027,230
1916-1-8,1916.0219,290
1916-1-15,1916.041,284
1916-1-22,1916.0601,312
1916-1-29,1916.0792,293
1916-2-5,1916.0984,345
1916-2-12,1916.1175,308
1916-2-19,1916.1366,559
1916-2-26,1916.1557,503
1916-3-4,1916.1749,527
1916-3-11,1916.194,576
1916-3-18,1916.2131,696
1916-3-25,1916.2322,772
1916-4-1,1916.2514,939
1916-4-8,1916.2705,932
1916-4-15,1916.2896,1045
1916-4-22,1916.3087,1019
1916-4-29,1916.3279,1095
1916-5-6,1916.347,1029
1916-5-13,1916.3661,1944
1916-5-20,1916.3852,952
1916-5-27,1916.4044,996
1916-6-3,1916.4235,1068
1916-6-10,1916.4426,942
1916-6-17,1916.4617,766
1916-6-24,1916.4809,676
1916-7-1,1916.5,547
1916-7-8,1916.5191,560
1916-7-15,1916.5383,481
1916-7-22,1916.5574,407
1916-7-29,1916.5765,247
1916-8-5,1916.5956,186
1916-8-12,1916.6148,122
1916-8-19,1916.6339,65
1916-8-26,1916.653,51
1916-9-2,1916.6721,43
1916-9-9,1916.6913,36
1916-9-16,1916.7104,36
1916-9-23,1916.7295,23
1916-9-30,1916.7486,19
1916-10-7,1916.7678,11
1916-10-14,1916.7869,18
1916-10-21,1916.806,15
1916-10-28,1916.8251,22
1916-11-4,1916.8443,17
1916-11-11,1916.8634,27
1916-11-18,1916.8825,24
1916-11-25,1916.9016,31
1916-12-2,1916.9208,55
1916-12-9,1916.9399,85
1916-12-16,1916.959,94
1916-12-23,1916.9781,118
1916-12-30,1916.9973,148
1917-1-6,1917.0164,152
1917-1-13,1917.0356,166
1917-1-20,1917.0548,218
1917-1-27,1917.074,210
1917-2-3,1917.0932,323
1917-2-10,1917.1123,350
1917-2-17,1917.1315,389
1917-2-24,1917.1507,534
1917-3-3,1917.1699,615
1917-3-10,1917.189,772
1917-3-17,1917.2082,399
1917-3-24,1917.2274,898
1917-3-31,1917.2466,1051
1917-4-7,1917.2658,955
1917-4-14,1917.2849,1115
1917-4-21,1917.3041,1011
1917-4-28,1917.3233,1208
1917-5-5,1917.3425,1280
1917-5-12,1917.3616,1176
1917-5-19,1917.3808,1374
1917-5-26,1917.4,1467
1917-6-2,1917.4192,1301
1917-6-9,1917.4384,1994
1917-6-16,1917.4575,1089
1917-6-23,1917.4767,843
1917-6-30,1917.4959,665
1917-7-7,1917.5151,456
1917-7-14,1917.5342,355
1917-7-21,1917.5534,426
1917-7-28,1917.5726,242
1917-8-4,1917.5918,169
1917-8-11,1917.611,111
1917-8-18,1917.6301,101
1917-8-25,1917.6493,63
1917-9-1,1917.6685,71
1917-9-8,1917.6877,49
1917-9-15,1917.7068,52
1917-9-22,1917.726,46
1917-9-29,1917.7452,64
1917-10-6,1917.7644,62
1917-10-13,1917.7836,69
1917-10-20,1917.8027,83
1917-10-27,1917.8219,96
1917-11-3,1917.8411,97
1917-11-10,1917.8603,129
1917-11-17,1917.8795,185
1917-11-24,1917.8986,235
1917-12-1,1917.9178,297
1917-12-8,1917.937,500
1917-12-15,1917.9562,557
1917-12-22,1917.9753,782
1917-12-29,1917.9945,782
1918-1-5,1918.0137,705
1918-1-12,1918.0329,202
1918-1-19,1918.0521,968
1918-1-26,1918.0712,883
1918-2-2,1918.0904,717
1918-2-9,1918.1096,998
1918-2-16,1918.1288,1061
1918-2-23,1918.1479,1125
1918-3-2,1918.1671,1303
1918-3-9,1918.1863,1438
1918-3-16,1918.2055,1475
1918-3-23,1918.2247,1562
1918-3-30,1918.2438,1601
1918-4-6,1918.263,1388
1918-4-13,1918.2822,1471
1918-4-20,1918.3014,1467
1918-4-27,1918.3205,1125
1918-5-4,1918.3397,1358
1918-5-11,1918.3589,1109
1918-5-18,1918.3781,1121
1918-5-25,1918.3973,852
1918-6-1,1918.4164,716
1918-6-8,1918.4356,619
1918-6-15,1918.4548,451
1918-6-22,1918.474,332
1918-6-29,1918.4932,237
1918-7-6,1918.5123,207
1918-7-13,1918.5315,158
1918-7-20,1918.5507,123
1918-7-27,1918.5699,87
1918-8-3,1918.589,118
1918-8-10,1918.6082,48
1918-8-17,1918.6274,49
1918-8-24,1918.6466,35
1918-8-31,1918.6658,37
1918-9-7,1918.6849,44
1918-9-14,1918.7041,25
1918-9-21,1918.7233,20
1918-9-28,1918.7425,21
1918-10-5,1918.7616,20
1918-10-12,1918.7808,9
1918-10-19,1918.8,14
1918-10-26,1918.8192,15
1918-11-2,1918.8384,36
1918-11-9,1918.8575,13
1918-11-16,1918.8767,15
1918-11-23,1918.8959,15
1918-11-30,1918.9151,7
1918-12-7,1918.9342,11
1918-12-14,1918.9534,14
1918-12-21,1918.9726,18
1918-12-28,1918.9918,21
1919-1-4,1919.011,13
1919-1-11,1919.0301,21
1919-1-18,1919.0493,29
1919-1-25,1919.0685,44
1919-2-1,1919.0877,50
1919-2-8,1919.1068,43
1919-2-15,1919.126,32
1919-2-22,1919.1452,50
1919-3-1,1919.1644,54
1919-3-8,1919.1836,55
1919-3-15,1919.2027,46
1919-3-22,1919.2219,75
1919-3-29,1919.2411,76
1919-4-5,1919.2603,68
1919-4-12,1919.2795,86
1919-4-19,1919.2986,124
1919-4-26,1919.3178,160
1919-5-3,1919.337,153
1919-5-10,1919.3562,185
1919-5-17,1919.3753,257
1919-5-24,1919.3945,221
1919-5-31,1919.4137,279
1919-6-7,1919.4329,217
1919-6-14,1919.4521,141
1919-6-21,1919.4712,130
1919-6-28,1919.4904,113
1919-7-5,1919.5096,72
1919-7-12,1919.5288,85
1919-7-19,1919.5479,88
1919-7-26,1919.5671,84
1919-8-2,1919.5863,58
1919-8-9,1919.6055,64
1919-8-16,1919.6247,39
1919-8-23,1919.6438,25
1919-8-30,1919.663,27
1919-9-6,1919.6822,35
1919-9-13,1919.7014,27
1919-9-20,1919.7205,27
1919-9-27,1919.7397,27
1919-10-4,1919.7589,31
1919-10-11,1919.7781,52
1919-10-18,1919.7973,63
1919-10-25,1919.8164,100
1919-11-1,1919.8356,137
1919-11-8,1919.8548,146
1919-11-15,1919.874,232
1919-11-22,1919.8932,265
1919-11-29,1919.9123,351
1919-12-6,1919.9315,456
1919-12-13,1919.9507,656
1919-12-20,1919.9699,687
1919-12-27,1919.989,1012
1920-1-3,1920.0082,1246
1920-1-10,1920.0273,1626
1920-1-17,1920.0464,1577
1920-1-24,1920.0656,1984
1920-1-31,1920.0847,4671
1920-2-7,1920.1038,2035
1920-2-14,1920.123,1899
1920-2-21,1920.1421,2160
1920-2-28,1920.1612,1690
1920-3-6,1920.1803,1589
1920-3-13,1920.1995,NA
1920-3-20,1920.2186,NA
1920-3-27,1920.2377,NA
1920-4-3,1920.2568,1184
1920-4-10,1920.276,427
1920-4-17,1920.2951,1204
1920-4-24,1920.3142,1279
1920-5-1,1920.3333,1253
1920-5-8,1920.3525,1032
1920-5-15,1920.3716,944
1920-5-22,1920.3907,979
1920-5-29,1920.4098,743
1920-6-5,1920.429,665
1920-6-12,1920.4481,476
1920-6-19,1920.4672,324
1920-6-26,1920.4863,253
1920-7-3,1920.5055,163
1920-7-10,1920.5246,98
1920-7-17,1920.5437,61
1920-7-24,1920.5628,75
1920-7-31,1920.582,48
1920-8-7,1920.6011,38
1920-8-14,1920.6202,49
1920-8-21,1920.6393,39
1920-8-28,1920.6585,20
1920-9-4,1920.6776,18
1920-9-11,1920.6967,13
1920-9-18,1920.7158,14
1920-9-25,1920.735,17
1920-10-2,1920.7541,23
1920-10-9,1920.7732,25
1920-10-16,1920.7923,20
1920-10-23,1920.8115,33
1920-10-30,1920.8306,43
1920-11-6,1920.8497,40
1920-11-13,1920.8689,39
1920-11-20,1920.888,62
1920-11-27,1920.9071,39
1920-12-4,1920.9262,55
1920-12-11,1920.9454,84
1920-12-18,1920.9645,65
1920-12-25,1920.9836,48
1921-1-1,1921.0027,74
1921-1-8,1921.0219,86
1921-1-15,1921.0411,99
1921-1-22,1921.0603,88
1921-1-29,1921.0795,108
1921-2-5,1921.0986,187
1921-2-12,1921.1178,101
1921-2-19,1921.137,232
1921-2-26,1921.1562,223
1921-3-5,1921.1753,202
1921-3-12,1921.1945,210
1921-3-19,1921.2137,236
1921-3-26,1921.2329,196
1921-4-2,1921.2521,276
1921-4-9,1921.2712,222
1921-4-16,1921.2904,215
1921-4-23,1921.3096,189
1921-4-30,1921.3288,246
1921-5-7,1921.3479,212
1921-5-14,1921.3671,321
1921-5-21,1921.3863,221
1921-5-28,1921.4055,305
1921-6-4,1921.4247,221
1921-6-11,1921.4438,227
1921-6-18,1921.463,220
1921-6-25,1921.4822,186
1921-7-2,1921.5014,159
1921-7-9,1921.5205,133
1921-7-16,1921.5397,108
1921-7-23,1921.5589,82
1921-7-30,1921.5781,77
1921-8-6,1921.5973,79
1921-8-13,1921.6164,59
1921-8-20,1921.6356,68
1921-8-27,1921.6548,26
1921-9-3,1921.674,47
1921-9-10,1921.6932,40
1921-9-17,1921.7123,29
1921-9-24,1921.7315,25
1921-10-1,1921.7507,21
1921-10-8,1921.7699,33
1921-10-15,1921.789,33
1921-10-22,1921.8082,41
1921-10-29,1921.8274,57
1921-11-5,1921.8466,68
1921-11-12,1921.8658,70
1921-11-19,1921.8849,93
1921-11-26,1921.9041,168
1921-12-3,1921.9233,173
1921-12-10,1921.9425,217
1921-12-17,1921.9616,240
1921-12-24,1921.9808,262
1921-12-31,1922,269
1922-1-7,1922.0192,362
1922-1-14,1922.0384,450
1922-1-21,1922.0575,621
1922-1-28,1922.0767,565
1922-2-4,1922.0959,835
1922-2-11,1922.1151,982
1922-2-18,1922.1342,1124
1922-2-25,1922.1534,1325
1922-3-4,1922.1726,1499
1922-3-11,1922.1918,1665
1922-3-18,1922.211,1842
1922-3-25,1922.2301,2019
1922-4-1,1922.2493,2052
1922-4-8,1922.2685,2590
1922-4-15,1922.2877,2086
1922-4-22,1922.3068,2403
1922-4-29,1922.326,2128
1922-5-6,1922.3452,2214
1922-5-13,1922.3644,2521
1922-5-20,1922.3836,2251
1922-5-27,1922.4027,2325
1922-6-3,1922.4219,1399
1922-6-10,1922.4411,1268
1922-6-17,1922.4603,872
1922-6-24,1922.4795,595
1922-7-1,1922.4986,412
1922-7-8,1922.5178,313
1922-7-15,1922.537,237
1922-7-22,1922.5562,182
1922-7-29,1922.5753,107
1922-8-5,1922.5945,64
1922-8-12,1922.6137,48
1922-8-19,1922.6329,32
1922-8-26,1922.6521,35
1922-9-2,1922.6712,18
1922-9-9,1922.6904,13
1922-9-16,1922.7096,16
1922-9-23,1922.7288,18
1922-9-30,1922.7479,30
1922-10-7,1922.7671,33
1922-10-14,1922.7863,37
1922-10-21,1922.8055,31
1922-10-28,1922.8247,27
1922-11-4,1922.8438,34
1922-11-11,1922.863,64
1922-11-18,1922.8822,46
1922-11-25,1922.9014,59
1922-12-2,1922.9205,40
1922-12-9,1922.9397,111
1922-12-16,1922.9589,121
1922-12-23,1922.9781,137
1922-12-30,1922.9973,157
1923-1-6,1923.0164,246
1923-1-13,1923.0356,221
1923-1-20,1923.0548,276
1923-1-27,1923.074,189
1923-2-3,1923.0932,262
1923-2-10,1923.1123,233
1923-2-17,1923.1315,NA
1923-2-24,1923.1507,267
1923-3-3,1923.1699,277
1923-3-10,1923.189,337
1923-3-17,1923.2082,384
1923-3-24,1923.2274,349
1923-3-31,1923.2466,325
1923-4-7,1923.2658,366
1923-4-14,1923.2849,366
1923-4-21,1923.3041,403
1923-4-28,1923.3233,510
1923-5-5,1923.3425,580
1923-5-12,1923.3616,657
1923-5-19,1923.3808,736
1923-5-26,1923.4,818
1923-6-2,1923.4192,706
1923-6-9,1923.4384,773
1923-6-16,1923.4575,621
1923-6-23,1923.4767,305
1923-6-30,1923.4959,447
1923-7-7,1923.5151,207
1923-7-14,1923.5342,168
1923-7-21,1923.5534,125
1923-7-28,1923.5726,99
1923-8-4,1923.5918,68
1923-8-11,1923.611,51
1923-8-18,1923.6301,68
1923-8-25,1923.6493,30
1923-9-1,1923.6685,37
1923-9-8,1923.6877,36
1923-9-15,1923.7068,32
1923-9-22,1923.726,29
1923-9-29,1923.7452,32
1923-10-6,1923.7644,38
1923-10-13,1923.7836,27
1923-10-20,1923.8027,109
1923-10-27,1923.8219,69
1923-11-3,1923.8411,119
1923-11-10,1923.8603,100
1923-11-17,1923.8795,162
1923-11-24,1923.8986,198
1923-12-1,1923.9178,201
1923-12-8,1923.937,255
1923-12-15,1923.9562,270
1923-12-22,1923.9753,176
1923-12-29,1923.9945,298
1924-1-5,1924.0137,484
1924-1-12,1924.0328,485
1924-1-19,1924.0519,523
1924-1-26,1924.071,596
1924-2-2,1924.0902,653
1924-2-9,1924.1093,771
1924-2-16,1924.1284,924
1924-2-23,1924.1475,1160
1924-3-1,1924.1667,1528
1924-3-8,1924.1858,1679
1924-3-15,1924.2049,1916
1924-3-22,1924.224,2091
1924-3-29,1924.2432,1980
1924-4-5,1924.2623,2034
1924-4-12,1924.2814,2129
1924-4-19,1924.3005,1948
1924-4-26,1924.3197,1666
1924-5-3,1924.3388,1867
1924-5-10,1924.3579,1399
1924-5-17,1924.377,1362
1924-5-24,1924.3962,1135
1924-5-31,1924.4153,840
1924-6-7,1924.4344,998
1924-6-14,1924.4536,824
1924-6-21,1924.4727,616
1924-6-28,1924.4918,437
1924-7-5,1924.5109,281
1924-7-12,1924.5301,200
1924-7-19,1924.5492,121
1924-7-26,1924.5683,82
1924-8-2,1924.5874,62
1924-8-9,1924.6066,37
1924-8-16,1924.6257,32
1924-8-23,1924.6448,21
1924-8-30,1924.6639,17
1924-9-6,1924.6831,23
1924-9-13,1924.7022,19
1924-9-20,1924.7213,14
1924-9-27,1924.7404,12
1924-10-4,1924.7596,13
1924-10-11,1924.7787,17
1924-10-18,1924.7978,14
1924-10-25,1924.8169,15
1924-11-1,1924.8361,27
1924-11-8,1924.8552,22
1924-11-15,1924.8743,32
1924-11-22,1924.8934,25
1924-11-29,1924.9126,36
1924-12-6,1924.9317,58
1924-12-13,1924.9508,53
1924-12-20,1924.9699,50
1924-12-27,1924.9891,29
1925-1-3,1925.0082,30
1925-1-10,1925.0274,40
1925-1-17,1925.0466,34
1925-1-24,1925.0658,35
1925-1-31,1925.0849,57
1925-2-7,1925.1041,49
1925-2-14,1925.1233,50
1925-2-21,1925.1425,61
1925-2-28,1925.1616,56
1925-3-7,1925.1808,72
1925-3-14,1925.2,77
1925-3-21,1925.2192,121
1925-3-28,1925.2384,133
1925-4-4,1925.2575,184
1925-4-11,1925.2767,159
1925-4-18,1925.2959,155
1925-4-25,1925.3151,135
1925-5-2,1925.3342,139
1925-5-9,1925.3534,189
1925-5-16,1925.3726,187
1925-5-23,1925.3918,268
1925-5-30,1925.411,213
1925-6-6,1925.4301,305
1925-6-13,1925.4493,298
1925-6-20,1925.4685,281
1925-6-27,1925.4877,169
1925-7-4,1925.5068,90
1925-7-11,1925.526,149
1925-7-18,1925.5452,97
1925-7-25,1925.5644,101
1925-8-1,1925.5836,61
1925-8-8,1925.6027,44
1925-8-15,1925.6219,49
1925-8-22,1925.6411,28
1925-8-29,1925.6603,34
1925-9-5,1925.6795,16
1925-9-12,1925.6986,30
1925-9-19,1925.7178,26
1925-9-26,1925.737,34
1925-10-3,1925.7562,38
1925-10-10,1925.7753,73
1925-10-17,1925.7945,97
1925-10-24,1925.8137,119
1925-10-31,1925.8329,158
1925-11-7,1925.8521,206
1925-11-14,1925.8712,253
1925-11-21,1925.8904,381
1925-11-28,1925.9096,377
1925-12-5,1925.9288,523
1925-12-12,1925.9479,742
1925-12-19,1925.9671,859
